name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Hochschule Mannheim,Fakultät für Wirtschaftsingenieurwesen at the HS Mannheim,590,,590,b,0.832,0.916,1.8,1.8,2.2,1.4,2.1,1.9,1.7,2.5,1.6,1.9,1.8,c,c,b,,2,1,0
Hochschule Mannheim,Fakultät für Maschinenbau (M) at the HS Mannheim,560,120,440,c,1,0.906,,,,,2,2,,2.1,,1.8,,,,b,d,1,1,0
Hochschule Mannheim,Fakultät für Elektrotechnik (E) at the HS Mannheim,100,,100,b,0.814,,,,1.9,2.1,2.5,,,2.6,,2.1,2.1,d,,a,d,1,1,0
Hochschule Mannheim,Fakultät für Verfahrens- und Chemietechnik (V) at the HS Mannheim,600,130,470,b,0.763,0.737,2,2.2,2.4,1.7,2.3,2.1,2.1,2.5,,2.1,2.1,,,c,d,3,2,0
Hochschule Mannheim,Fakultät für Sozialwesen at the HS Mannheim,630,,630,c,0.858,0.417,2,2.1,2.4,2.5,2.2,2.2,2.1,2.4,2.3,2.1,2.3,,,b,d,1,1,0
Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen (HfWU),Fakultät Betriebswirtschaft und Internationale Finanzen at the HfWU Nürtingen,"1,340",,"1,340",b,0.907,0.86,1.8,1.8,1.8,1.5,1.8,1.7,1.7,1.3,1.7,1.8,1.5,c,c,a,c,2,4,0
Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen (HfWU),"Fakultät Agrarwirtschaft, Volkswirtschaft und Management at the HfWU Nürtingen",300,,300,b,0.651,,1.7,1.6,1.7,1.4,1.8,1.7,1.4,2,1.4,1.5,1.7,,,,,1,0,0
Hochschule Nordhausen,Fachbereich Wirtschafts- und Sozialwissenschaften at the HS Nordhausen,410,,410,a,0.724,0.263,1.9,2.1,2.2,1.9,2.5,2.6,1.7,2.8,,2.8,2,d,d,c,d,2,1,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,10,,10,,,,,,,,,,,,,,,,,,,3,1,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,40,20,20,c,,,,,,,,,,,,,,d,,c,,2,0,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,150,20,130,c,0.857,,,,,,,,,,,,,d,d,c,c,2,1,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,80,,80,b,,0.917,,,,,,,,,,,,,d,d,d,1,1,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,40,,40,c,,,,,,,,,,,,,,,,c,,1,0,0
Hochschule Nordhausen,Fachbereich Ingenieurwissenschaften at the HS Nordhausen,10,10,0,,,,,,,,,,,,,,,,,,c,0,1,0
Hochschule Nordhausen,Fachbereich Wirtschafts- und Sozialwissenschaften at the HS Nordhausen,730,,730,c,0.79,0.538,2.5,2.6,2.6,2.6,2.7,2.8,2.3,2.9,2.8,2.8,2.7,,,b,,1,1,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Elektrotechnik und Informationstechnik at the HS Offenburg,180,28,152,b,0.65,0.68,,,,,,,,,,,,e,d,b,,1,1,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Elektrotechnik und Informationstechnik at the HS Offenburg,330,110,220,c,0.93,0.517,1.4,1.4,1.7,1.3,1.9,1.8,1.5,2,,1.6,1.4,c,b,b,d,5,2,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Elektrotechnik und Informationstechnik at the HS Offenburg,200,,200,c,0.918,0.741,1.7,1.8,2.1,1.4,1.9,1.9,,1.9,1.5,1.7,1.8,,,c,d,1,1,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Maschinenbau und Verfahrenstechnik at the HS Offenburg,70,,70,b,0.844,,,,,,,,,,,,,,,b,,3,1,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Maschinenbau und Verfahrenstechnik at the HS Offenburg,70,,70,b,0.844,,,,,,,,,,,,,,,b,,3,1,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Elektrotechnik und Informationstechnik at the HS Offenburg,120,,120,c,0.65,,1.6,1.7,1.9,1.6,1.8,1.8,1.5,2.1,,1.5,1.7,c,,b,,2,0,0
"Hochschule für Technik, Wirtschaft und Medien Offenburg",Fakultät Maschinenbau und Verfahrenstechnik at the HS Offenburg,200,100,100,b,,0.825,,,,,,,,,,,,,,b,d,2,3,0
Hochschule Pforzheim,Fakultät Wirtschaft und Recht at the HS Pforzheim,"2,790",,"2,790",b,0.837,0.536,1.9,1.9,1.9,1.6,2.3,2,1.9,2.1,1.9,2.2,1.7,c,d,b,c,11,10,0
Hochschule Pforzheim,Fakultät Wirtschaft und Recht at the HS Pforzheim,270,,270,b,0.729,0.926,1.8,1.8,1.9,1.7,2.3,1.7,1.7,1.8,1.6,1.7,1.7,c,b,b,c,2,1,0
Hochschule Pforzheim,Fakultät Wirtschaft und Recht at the HS Pforzheim,230,,230,,0.865,,1.8,1.8,2,1.5,2.2,1.8,2.1,2.1,2.9,2.3,1.8,c,,c,,0,1,0
Hochschule Pforzheim,Fakultät für Technik at the HS Pforzheim,110,,110,a,0.805,,1.7,1.7,2.1,1.5,1.8,1.5,,1.6,1.3,1.6,1.6,c,,a,,1,0,0
Hochschule Pforzheim,Fakultät für Technik at the HS Pforzheim,180,50,130,a,0.723,,1.9,2,2.1,1.7,2.1,1.8,2.3,1.9,,1.7,1.9,c,,a,,1,0,0
Hochschule Pforzheim,Fakultät Technik at the HS Pforzheim,880,,880,a,0.795,1,1.8,1.7,1.7,1.5,1.9,1.7,1.7,1.8,1.5,1.9,1.5,c,b,b,c,3,1,0
Hochschule Pforzheim,Fakultät für Technik at the HS Pforzheim,490,,490,b,0.653,1,1.7,1.8,1.8,1.5,1.8,1.7,1.9,1.7,,1.6,1.5,,,b,,2,0,0
Hochschule Pforzheim,Fakultät für Technik at the HS Pforzheim,210,,210,a,0.725,,1.7,1.9,2,1.5,1.8,1.8,,1.8,,1.8,1.6,d,,a,,1,0,0
Hochschule Rhein-Waal,Fakultät Life Sciences at the HS Rhein-Waal/Kleve,340,,340,c,0.871,0.568,,,,,,,,,,,,,,d,e,2,1,0
Hochschule Rhein-Waal,Fakultät Gesellschaft und Ökonomie at the HS Rhein-Waal/Kleve,640,,640,b,0.82,,2.6,2.4,2.4,2.2,2.6,2.4,1.8,1.5,2.4,2.6,2.4,b,,b,,2,0,0
Hochschule Rhein-Waal,Fakultät Gesellschaft und Ökonomie at the HS Rhein-Waal/Kleve,80,,80,,,0.288,,,,,,,,,,,,,,,,0,1,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,120,,120,b,,,,,,,,,,,,,,b,,c,,1,0,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,160,,160,,0.522,,,,,,,,,,,,,,,,,0,0,0
Hochschule Rhein-Waal,Fakultät Life Sciences at the HS Rhein-Waal/Kleve,340,,340,c,0.871,0.568,,,,,,,,,,,,,,d,e,2,1,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,70,,70,b,,,,,,,,,,,,,,,,c,,2,2,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,70,,70,b,,,,,,,,,,,,,,,,c,,2,2,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,70,,70,b,,,,,,,,,,,,,,,,c,,2,2,0
Hochschule Rhein-Waal,Fakultät Technologie und Bionik at the HS Rhein-Waal/Kleve,280,,280,b,,,,,,,,,,,,,,a,,c,,1,0,0
Hochschule Ravensburg-Weingarten,Fakultät Technologie und Management at the HS Ravensburg-Weingarten,360,,360,,0.909,0.333,,,,,,,,,,,,,,,,0,0,0
Hochschule Ravensburg-Weingarten,Fakultät Elektrotechnik und Informatik at the HS Ravensburg-Weingarten,210,,210,b,0.63,0.786,1.7,1.7,1.6,1.6,1.8,1.6,1.7,2,1.6,1.8,1.6,d,d,b,d,1,1,0
Hochschule Ravensburg-Weingarten,Fachbereich Elektrotechnik und Informatik at the HS Ravensburg-Weingarten,230,,230,,0.744,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ravensburg-Weingarten,Fakultät Elektrotechnik und Informatik at the HS Ravensburg-Weingarten,380,80,300,,0.672,,,,,,2.3,2.4,,2.3,,2.2,,d,c,,,3,1,0
Hochschule Ravensburg-Weingarten,Fakultät Technologie und Management at the HS Ravensburg-Weingarten,340,,340,,0.691,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Ravensburg-Weingarten,Fakultät Maschinenbau at the HS Ravensburg-Weingarten,570,,570,,0.7,1,,,,,1.8,2.1,,1.8,,1.8,,,,,,0,0,0
Hochschule Ravensburg-Weingarten,Fakultät Elektrotechnik und Informatik at the HS Ravensburg-Weingarten,90,90,0,,,0.5,,,,,,,,,,,,,c,,,0,1,0
Hochschule Ravensburg-Weingarten,"Fakultät Soziale Arbeit, Gesundheit und Pflege at the HS Ravensburg-Weingarten",,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ravensburg-Weingarten,Fakultät Technologie und Management at the HS Ravensburg-Weingarten,10,,10,c,,,,,,,,,,,,,,,,d,,1,0,0
Hochschule Ravensburg-Weingarten,"Fakultät Soziale Arbeit, Gesundheit und Pflege at the HS Ravensburg-Weingarten",750,,750,,0.602,0.417,,,,,,,,,,,,,,,,0,0,0
Hochschule Reutlingen,ESB Business School at the HS Reutlingen,"1,550",,"1,550",b,0.986,0.712,1.8,1.6,1.9,1.5,1.9,1.6,1.7,2.5,1.7,1.9,1.6,b,c,c,c,2,5,0
Hochschule Reutlingen,Fakultät Textil & Design at the HS Reutlingen,160,,160,c,0.985,0.876,1.8,1.8,1.8,1.6,2.1,2,1.8,1.9,1.5,1.5,1.7,c,,b,,1,0,0
Hochschule Reutlingen,Fakultät Informatik at the HS Reutlingen,350,,350,b,0.798,0.938,1.9,2,2,1.5,1.9,2,1.9,2.6,1.6,2.1,1.6,b,d,c,c,1,2,0
Hochschule Reutlingen,Fakultät Angewandte Chemie at the HS Reutlingen,530,,530,,0.828,0.882,,,,,,,,,,,,,,,,0,0,0
Hochschule Reutlingen,Fakultät Informatik at the HS Reutlingen,470,69,401,b,0.974,,1.7,2.1,1.8,1.4,1.8,1.8,1.6,1.9,1.4,1.8,1.7,c,c,a,,2,1,0
Hochschule Reutlingen,Fakultät Technik at the HS Reutlingen,60,60,0,,,0.633,1.4,1.4,1.7,1.2,,,1.4,,,,1.2,,d,,d,0,1,0
Hochschule Reutlingen,Fakultät Technik at the HS Reutlingen,270,,270,b,0.876,0.987,1.4,1.2,1.5,1.3,1.6,1.3,1.4,1.2,1.2,1.2,1.3,c,,b,,1,0,0
Hochschule Reutlingen,ESB Business School at the HS Reutlingen,580,,580,a,0.944,1,1.9,1.7,1.8,1.4,2.1,1.7,1.6,1.2,1.5,1.6,1.5,b,a,a,b,2,2,0
Hochschule Reutlingen,Fakultät Technik at the HS Reutlingen,370,60,310,c,0.88,0.786,2,1.9,2.2,1.5,1.7,1.5,1.5,1.1,,1.3,1.8,,,c,d,1,2,0
Hochschule Reutlingen,Fakultät Technik at the HS Reutlingen,370,60,310,c,0.88,0.786,2,1.9,2.2,1.5,1.7,1.5,1.5,1.1,,1.3,1.8,,,c,d,1,2,0
Hochschule Reutlingen,Fakultät Technik at the HS Reutlingen,370,60,310,c,0.907,0.816,1.8,2.1,2.3,1.5,2,1.8,1.6,1.4,,1.5,1.8,c,d,b,d,1,1,0
Hochschule der Medien Stuttgart,Fakultät Information und Kommunikation at the HdM Stuttgart,250,,250,c,0.778,,2.2,2.1,2,1.8,2.2,1.9,1.7,1.6,1.9,2.2,1.7,d,,b,,1,0,0
Hochschule der Medien Stuttgart,Fakultät Information und Kommunikation at the HdM Stuttgart,410,,410,b,0.763,0.964,2.1,1.7,2.1,1.6,2.2,1.8,1.8,1.5,1.7,1.9,1.8,c,d,b,d,1,1,0
Hochschule der Medien Stuttgart,Fakultät Druck und Medien at the HdM Stuttgart,"1,000",,"1,000",b,0.901,,1.7,2,1.7,1.6,2.1,1.8,1.8,1.6,1.7,1.8,1.5,d,,a,,2,0,0
Hochschule der Medien Stuttgart,Fakultät Druck und Medien at the HdM Stuttgart,190,,190,,,,1.8,1.8,1.9,1.7,2,1.9,1.6,1.4,1.6,1.6,1.9,,,,,1,0,0
Hochschule der Medien Stuttgart,Fakultät Druck und Medien at the HdM Stuttgart,290,40,250,,0.375,0.938,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik Stuttgart,Fakultät Architektur und Gestaltung at the HFT Stuttgart,510,110,400,c,0.878,0.906,2.5,2.6,2.8,2.2,2.4,2.3,2.3,2.8,1.9,1.9,2.8,e,e,,,1,1,0
Hochschule für Technik Stuttgart,"Fakultät Bauingenieurwesen, Bauphysik und Wirtschaft at the HFT Stuttgart",460,,460,b,0.879,0.984,2.1,2.1,2.1,1.9,2.4,2.2,2.2,2.6,2,2.3,2.2,d,c,b,b,2,3,0
Hochschule für Technik Stuttgart,"Fakultät Vermessung, Informatik und Mathematik at the HFT Stuttgart",230,,230,c,0.875,,2.2,2.1,2.6,1.8,2.4,2.2,2,3.2,1.9,2.6,2.2,d,,c,,1,0,0
Hochschule für Technik Stuttgart,"Fakultät Bauingenieurwesen, Bauphysik und Wirtschaft at the HFT Stuttgart",300,,300,b,0.962,,1.6,1.6,1.9,1.4,1.9,1.6,1.9,2,1.7,1.7,1.6,d,d,b,c,1,1,0
Hochschule für Technik Stuttgart,"Fakultät Bauingenieurwesen, Bauphysik und Wirtschaft at the HFT Stuttgart",730,110,620,b,0.896,0.897,2.1,2.3,2.7,1.6,2.4,2.1,2.5,2.5,,2.3,2.1,d,d,c,d,2,4,0
Hochschule für Technik Stuttgart,"Fakultät Vermessung, Informatik und Mathematik at the HFT Stuttgart",270,50,220,b,0.66,0.683,1.7,1.9,2,1.5,1.9,1.9,2.1,1.9,1.9,2.1,1.5,e,b,b,,1,1,0
Hochschule für Technik Stuttgart,"Fakultät Bauingenieurwesen, Bauphysik und Wirtschaft at the HFT Stuttgart",220,,220,b,0.922,,1.9,2.1,2.3,1.7,2.2,1.8,2.1,2.7,1.9,2,1.9,,,,,1,0,0
Hochschule für Technik Stuttgart,"Fakultät Bauingenieurwesen, Bauphysik und Wirtschaft at the HFT Stuttgart",90,,90,b,1,,1.6,2,2.4,1.6,2.1,2,,2.5,1.8,,1.7,,,d,,1,0,0
Hochschule Ulm,Fakultät Informatik at the HS Ulm,210,,210,,0.458,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fachbereich Informatik at the HS Ulm,420,21,399,,0.935,0.923,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fakultät Elektrotechnik und Informationstechnik at the HS Ulm,610,50,560,,0.672,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fachbereich Produktionstechnik und Produktionswirtschaft at the HS Ulm,680,,680,,0.52,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fakultät Produktionstechnik und Produktionswirtschaft at the HS Ulm,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fakultät Maschinenbau und Fahrzeugtechnik at the HS Ulm,960,,960,,0.46,,,,,,,,,,,,,,,,,0,0,0
Hochschule Ulm,Fakultät Mechatronik und Medizintechnik at the HS Ulm,,,0,,,,,,,,,,,,,,,,,,,0,0,0
SRH Hochschule Heidelberg,School of Engineering and Architecture at the SRH HS Heidelberg (priv.),110,20,90,b,1,,1.5,1.7,2,1.4,1.6,1.6,2.4,1.9,1.8,,1.4,e,e,,,1,1,0
SRH Hochschule Heidelberg,Fakultät Wirtschaft at the SRH HS Heidelberg (priv.),830,,830,b,0.961,1,1.8,1.7,1.8,1.4,1.5,1.6,1.6,1.4,2.1,2.1,1.7,c,b,b,b,2,4,0
SRH Hochschule Heidelberg,"Fakultät für Information, Medien und Design at the SRH HS Heidelberg (priv.)",80,,80,c,1,,,,,,,,,,,,,e,,b,,1,0,0
SRH Hochschule Heidelberg,Fakultät für Angewandte Psychologie at the SRH HS Heidelberg (priv.),110,,110,b,1,,2,1.8,2.3,1.8,1.8,2,3.1,,2.8,2.1,1.9,e,,b,,1,0,0
SRH Hochschule Heidelberg,School of Engineering and Architecture at the SRH HS Heidelberg (priv.),40,40,0,,,0.986,,,,,,,,,,,,,e,,e,0,1,0
SRH Hochschule Heidelberg,Fakultät Sozial- und Rechtswissenschaften at the SRH HS Heidelberg (priv.),100,,100,,1,,1.8,,,1.5,1.5,,,1.4,,1.7,1.5,d,d,c,c,0,3,0
SRH Hochschule Heidelberg,Fachbereich Informatik at the SRH HS Heidelberg (priv.),230,161,69,c,0.609,0.934,,,,,,,,,,,,,c,,,0,2,0
SRH Hochschule Heidelberg,School of Engineering and Architecture at the SRH HS Heidelberg (priv.),130,80,50,,,0.762,2,2.2,2.3,2,1.6,1.7,2.2,1.5,,1.6,2,c,b,d,e,1,1,0
SRH Hochschule Heidelberg,School of Engineering and Architecture at the SRH HS Heidelberg (priv.),340,,340,b,1,1,,,2.5,,2.1,,,,,,,d,b,c,d,1,1,0
SRH Hochschule Heidelberg,School of Engineering and Architecture at the SRH HS Heidelberg (priv.),50,,50,c,0.848,,,,1.8,1.4,,1.9,,,,,1.7,,,d,,1,0,0
SRH Hochschule Heidelberg,Fakultät Sozial- und Rechtswissenschaften at the SRH HS Heidelberg (priv.),350,,350,,0.986,0.948,,,,,,,,,,,,,,,,0,0,0
Evangelische Hochschule Freiburg,Fachbereich Soziale Arbeit at the EvHS Freiburg,540,,540,b,0.978,0.548,2.5,2.6,2.5,2.4,2.6,2.4,2.1,3.2,3.9,3.1,2.5,,,b,d,1,2,0
Katholische Hochschule Freiburg,Studiengang Angewandte Pflegewissenschaft at the KatHS Freiburg,140,,140,c,,,1.8,2,2.2,1.7,1.8,1.9,1.6,2.1,2,2.1,2,,,a,,2,0,0
Katholische Hochschule Freiburg,Studiengang Soziale Arbeit at the KatHS Freiburg,610,,610,c,0.664,,2.4,2.2,2.2,2,2.2,2.1,2.1,2.1,2.4,2.1,2.1,,,a,,1,0,0
Ostbayerische Technische Hochschule Amberg-Weiden,"Fakultät Elektrotechnik, Medien und Informatik at the OTH Amb.-W./Amberg",220,19,201,c,,,,,,,,,,,,,,,,,,3,1,0
Ostbayerische Technische Hochschule Amberg-Weiden,"Fakultät Elektrotechnik, Medien und Informatik at the OTH Amb.-W./Amberg",310,30,280,,0.431,,,,,,,,,,,,,,,,,0,0,0
Ostbayerische Technische Hochschule Amberg-Weiden,Fakultät Maschinenbau / Umwelttechnik at the OTH Amb.-W./Amberg,170,,170,c,0.944,0.522,,,,,,,,,,,,,,c,d,2,1,0
Ostbayerische Technische Hochschule Amberg-Weiden,Fakultät Maschinenbau / Umwelttechnik at the OTH Amb.-W./Amberg,170,,170,c,0.944,0.522,,,,,,,,,,,,,,c,d,2,1,0
Ostbayerische Technische Hochschule Amberg-Weiden,Fakultät Maschinenbau / Umwelttechnik at the OTH Amb.-W./Amberg,70,,70,c,,,,,,,,,,,,,,,,b,,3,1,0
Ostbayerische Technische Hochschule Amberg-Weiden,Fakultät Maschinenbau / Umwelttechnik at the OTH Amb.-W./Amberg,70,,70,c,,,,,,,,,,,,,,,,b,,3,1,0
Hochschule für angewandte Wissenschaften Ansbach,Fakultät Technik at the HAW Ansbach,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule für angewandte Wissenschaften Ansbach,Fakultät Wirtschaft at the HAW Ansbach,490,,490,c,0.687,0.774,2.2,2.5,2.1,2.5,2.6,2.5,2,1.9,1.6,2.1,2.3,c,,b,,1,0,0
Hochschule für angewandte Wissenschaften Ansbach,Fakultät Wirtschaft at the HAW Ansbach,160,,160,c,0.967,,1.7,2,2.1,1.6,2,1.9,2.1,1.7,1.5,2,1.9,,,a,,1,0,0
Hochschule für angewandte Wissenschaften Ansbach,Fakultät Technik at the HAW Ansbach,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule für angewandte Wissenschaften Ansbach,Fakultät Technik at the HAW Ansbach,360,,360,,0.593,,,,,,,,,,,,,,,,,0,0,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,350,70,280,c,0.935,0.577,2,2.6,2.8,2.5,2.4,2.5,2.6,3,1.9,2.4,2.7,d,c,,,2,1,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,"1,340",,"1,340",b,0.804,0.585,2,2,2,1.9,2.2,2.1,1.9,2,1.5,1.7,2,c,c,a,d,2,3,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Informatik at the HAW Augsburg,410,,410,b,0.574,1,1.4,1.4,1.5,1.2,1.3,1.4,1.3,1.4,1.2,1.3,1.3,c,c,c,d,1,1,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,850,210,640,c,0.921,0.42,,,,,3.1,2.6,,2.5,,2.6,,d,c,d,e,4,3,0
Hochschule für angewandte Wissenschaften Augsburg,Fachbereich Informatik at the HAW Augsburg,480,110,370,,0.705,,1,1,1.1,1,1.1,1,1.1,1,1,1.1,1.1,,,,,2,1,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Elektrotechnik at the HAW Augsburg,370,80,290,c,0.843,0.558,,,,,2.1,2.1,,2,,1.8,,d,d,c,e,2,2,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Geistes- und Naturwissenschaften at the HAW Augsburg,420,,420,,0.552,,,,,,,,,,,,,,,,,0,0,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,300,,300,b,0.552,,2.1,,1.9,1.8,,2.1,2,1.9,1.5,1.7,1.9,c,,a,,1,0,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,750,20,730,c,0.824,,,,,,3,2.8,,1.9,,2.1,,,,c,d,2,2,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Elektrotechnik at the HAW Augsburg,300,40,260,c,0.779,1,2.2,2.6,2.5,1.9,2.5,2.5,2.4,2.1,,1.8,2.2,c,a,b,d,2,1,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,310,50,260,c,0.871,0.63,2.1,2.4,2.5,,2.5,2.2,2.1,1.8,,,1.8,,,c,d,2,2,0
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Geistes- und Naturwissenschaften at the HAW Augsburg,80,,80,d,,,,,,,,,,,,,,,,c,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Design at the HAW Coburg,180,,180,c,0.93,,,,,,,,,,,,,e,,,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,140,,140,a,0.936,0.895,1.6,1.8,1.9,1.4,1.6,2.1,1.8,,1.5,1.8,1.6,,,b,,4,3,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Wirtschaftswissenschaften at the HAW Coburg,650,,650,b,0.667,0.523,2.2,1.9,2.2,1.7,2.2,2.2,2.2,1.9,2.1,2,2.1,c,c,b,c,1,1,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Design at the HAW Coburg,310,,310,c,0.896,1,,,,,,,,,,,,e,,c,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,290,,290,b,0.771,,2.1,2.2,2.8,1.9,2.5,2.2,2.1,2.5,2,2,2.5,d,,a,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,300,20,280,c,,,,,,,3.4,3,,3.1,,2.2,,,e,c,e,3,1,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,140,,140,a,0.936,0.895,1.6,1.8,1.9,1.4,1.6,2.1,1.8,,1.5,1.8,1.6,,,b,,4,3,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Maschinenbau und Automobiltechnik at the HAW Coburg,290,,290,b,0.939,0.926,1.4,1.4,1.6,1.1,1.3,1.5,1.4,,,1.4,1.5,,,c,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Maschinenbau und Automobiltechnik at the HAW Coburg,380,,380,b,0.744,,1.6,1.6,1.9,1.4,1.7,1.8,1.8,2.1,,1.6,1.7,e,,b,,1,0,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,140,,140,a,0.936,0.895,1.6,1.8,1.9,1.4,1.6,2.1,1.8,,1.5,1.8,1.6,,,b,,4,3,0
Hochschule für angewandte Wissenschaften Coburg,Fakultät Soziale Arbeit und Gesundheit at the HAW Coburg,960,,960,c,0.741,0.667,2.1,2,2.6,2,2.2,2.3,2.3,2,3.2,2.5,2.3,,,a,,1,0,0
Technische Hochschule Deggendorf,Fakultät für Angewandte Wirtschaftswissenschaften at the TH Deggendorf,750,,750,c,0.912,0.5,2,1.8,2,1.6,2,1.9,1.6,1.8,2.2,1.9,1.8,c,b,c,c,2,1,0
Technische Hochschule Deggendorf,Fakultät für Angewandte Wirtschaftswissenschaften at the TH Deggendorf,260,,260,b,0.909,,,,,,,,,1.9,,,,,,a,c,1,1,0
Technische Hochschule Deggendorf,Fakultät für Angewandte Wirtschaftswissenschaften at the TH Deggendorf,220,,220,c,,,1.8,1.9,2,1.7,1.9,1.9,1.8,1.7,1.8,1.7,1.7,,,d,,1,0,0
Technische Hochschule Deggendorf,Fakultät Bauingenieurwesen und Umwelttechnik at the TH Deggendorf,120,,120,b,,,,,,,,,,,,,,d,,c,,2,1,0
Technische Hochschule Deggendorf,"Fakultät Elektrotechnik, Medientechnik und Informatik at the TH Deggendorf",250,48,202,b,0.913,,1.4,1.8,1.7,1.5,,,,1.5,,2,1.7,d,a,d,,2,1,0
Technische Hochschule Deggendorf,Fakultät Angewandte Gesundheitswissenschaften at the TH Deggendorf,90,58,32,,,,,,,,,,,,,,,,,,,2,1,0
Technische Hochschule Deggendorf,Fakultät für Angewandte Wirtschaftswissenschaften at the TH Deggendorf,130,,130,c,0.842,,1.7,2.1,1.9,2,2.3,2.2,,1.7,2.5,2.1,1.7,,,,,1,0,0
Technische Hochschule Deggendorf,"Fakultät Elektrotechnik, Medientechnik und Informatik at the TH Deggendorf",380,130,250,b,0.963,0.545,,,,,2.2,2.4,,2.1,,2.4,,c,b,c,c,1,1,0
Technische Hochschule Deggendorf,Fakultät Bauingenieurwesen und Umwelttechnik at the TH Deggendorf,120,,120,b,,,,,,,,,,,,,,d,,c,,2,1,0
Technische Hochschule Deggendorf,Fakultät Angewandte Naturwissenschaften und Wirtschaftsingenieurwesen at the TH Deggendorf,460,,460,b,0.869,1,2,1.9,2.2,1.7,2.1,2,1.7,2,1.8,2.1,1.9,d,,b,,1,0,0
