name,department_name,teaching_staff_at_the_department,total_number_of_students,number_of_master_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,share_of_anglophone_research_groups,teacher_support,support_in_studies,courses_offered,teaching_of_technical/professional_competence,teaching_of_methodological_competence,teaching_of_interdisciplinary_competence,study_organisation,exams,laboratory_internships,excursions,research_orientation,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,schoolpractice,teacher_qualification_students,teacher_qualification_programmes,teacher_qualification_centre,teacher_qualification_monitor_in_german,further_degree_courses_of_the_department,degree_courses,url,percentage_of_teaching_by_practitioners,graduations_in_appropriate_time_masters,outgoing_students,bachelor_theses_in_cooperation_with_work_environment,master_theses_in_cooperation_with_work_environment,share_of_professors_with_work_experience,publications_per_professor,third_party_funds_per_academic,doctorates_per_professor,research_reputation,return_rate_of_the__questionnaires,students_in_cooperative_education,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,publications_per_academic,transition_to_masters_studies,provision_of_instruments_pre_clinical,provision_of_instruments_for_clinical_studies,citations_per_publication,third_party_funds_per_professor,habilitation_treatises_in_ten_years,dentists_chairs,phantom_heads,laboratories,share_of_external_repetitions_visited,exam_preparation,exams_preparation___specific_offers,exams_preparation___training,exams_preparation___addiotional_services,exam_results,assistance_with_exam_preparation,self_study_places,habilitation_treatises_per_ten_professors,support_in_bedside_teaching,dovetailing_of_pre_clinic_and_clinic_studies,clerkship,skills_labs,cooperative_doctoral_degrees_in_three_years,support_during_practical_semester,sports_facilities,publications_per_professor_in_business_administration,publications_per_professor_in_economics,professional_qualification_for_architects,scientific_artistical_orientation,workstations,professors_with_own_engineering_company,extent_of_interlinking,coordination_of_theory_and_practice_phases,subject_specific_equipment,study_quality_funds_for_excursions
Hochschule Bonn-Rhein-Sieg,Fachbereich Wirtschaftswissenschaften at the HS Bonn-Rh.S./St. Augustin,,"1,470",,11/14points,69.6%,,1.7,1.7,1.7,,,,1.6,1.9,,,,1.6,1.6,1.4,1.2,1.6,1.4,,,,,,,"[{'name': 'Business Administration (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18353'}, {'name': 'Controlling and Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32646'}, {'name': 'Innovation and Information Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32647'}, {'name': 'International Business (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41792'}]",https://ranking.zeit.de/che/en/fachbereich/100238,15.0%,"not ranked, extra-occupational programmes only",1.0%,34.4%,69.2%,100.0%,,,,,,,8/12points,,8/12points,,,,,,,10.1,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,
Hochschule Bonn-Rhein-Sieg,Fachbereich Informatik at the HS Bonn-Rh.S./St. Augustin,,560,,9/12points,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Business Informatics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/26081'}]",https://ranking.zeit.de/che/en/fachbereich/1430567,20.0%,no data,1.0%,41.1%,no data,100.0%,,,,,,,6/13points,,6/12points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule Bonn-Rhein-Sieg,Fachbereich Informatik at the HS Bonn-Rh.S./St. Augustin,,"2,190",255,8/14points,45.3%,,,,2.2,,,,1.9,2.3,,,,2.4,,2.0,1.5,2.0,1.8,,,,,,none,"[{'name': 'Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15292'}, {'name': 'Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14935'}]",https://ranking.zeit.de/che/en/fachbereich/420071,20.0%,29.3%,0.0%,47.9%,33.1%,97.0%,,,,,,no data available,4/9points,5/9points,5/11points,,,1.9,,,,44.5,,,,,,,,,,,,,,,,,,4,rank group not assignable,,,,,,,,,,,
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",,580,70,11/14points,59.5%,,,,,,,,,rank group not distinct,,,,1.9,,1.7,,number of cases too small,,,,,,,none,"[{'name': 'Electrical Engineering (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35457'}, {'name': 'Electrical Engineering (M.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35459'}, {'name': 'Cooperative course of study in Electrical and Electronic Engineering (B.Eng., dual subject)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35458'}]",https://ranking.zeit.de/che/en/fachbereich/9111,20.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,100.0%,53.8%,no data,,,,,,100,2/9points,3/9points,8/11points,5/11points,,,,,,19.4,,,,1.5,,,,,,,,,,,,,,1,,,,,,,,,6/10points,1.9,,
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",,680,100,11/14points,77.2%,,,,,,,,,2.4,,,,2.4,,1.4,,2.0,,,,,,,none,"[{'name': 'Mechanical Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36265'}, {'name': 'Cooperative degree course in Mechanical Engineering (B.Eng., dual subject)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36266'}, {'name': 'Cooperative Study Program Sustainable Engineering (B.Eng., dual degree course)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41205'}, {'name': 'Sustainable Engineering (B.Eng.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41203'}, {'name': 'Mechanical Engineering (M.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41204'}]",https://ranking.zeit.de/che/en/fachbereich/133358?subfach=117,20.0%,80.4%,0.0%,100.0%,46.2%,100.0%,,,,,,100,,,8/11points,4/11points,,,,,,19.4,,,,1.4,,,,,,,,,,,,,,1,2.1,,,,,,,,6/10points,number of cases too small,,
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",,680,100,11/14points,77.2%,,,,,,,,,2.4,,,,2.4,,1.4,,2.0,,,,,,,none,"[{'name': 'Mechanical Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36265'}, {'name': 'Cooperative degree course in Mechanical Engineering (B.Eng., dual subject)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36266'}, {'name': 'Cooperative Study Program Sustainable Engineering (B.Eng., dual degree course)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41205'}, {'name': 'Sustainable Engineering (B.Eng.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41203'}, {'name': 'Mechanical Engineering (M.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41204'}]",https://ranking.zeit.de/che/en/fachbereich/133358?subfach=109,20.0%,80.4%,0.0%,100.0%,46.2%,100.0%,,,,,,100,,,8/11points,4/11points,,,,,,19.4,,,,1.4,,,,,,,,,,,,,,1,2.1,,,,,,,,6/10points,number of cases too small,,
IUBH Internationale Hochschule,Betriebswirtschaftliche Studiengänge at the IUBH/Bad Honnef (priv.),,530,,10/14points,100.0%,,1.3,1.4,1.3,,,,1.3,1.4,,,,1.3,1.2,1.3,1.3,1.3,1.1,,,,,,,"[{'name': 'Hospitality Management  (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25196'}, {'name': 'International Event Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25007'}, {'name': 'Aviation Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32547'}, {'name': 'International Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25432'}, {'name': 'International Marketing Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38528'}, {'name': 'Intl. Aviation Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41706'}, {'name': 'Intl. Hospitality Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41707'}]",https://ranking.zeit.de/che/en/fachbereich/410165,35.0%,no data,no data,73.5%,61.8%,100.0%,,,,,,,7/12points,,10/12points,,,,,,,< 3 T Euro,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,
IUBH Internationale Hochschule,Studiengang Wirtschaftsinformatik at the IUBH/Bad Honnef (priv.),,,,no data,,,no survey,no survey,,,,,no survey,no survey,,,,,no survey,no survey,no survey,no survey,no survey,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/605033,,,no data,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no survey,,
IUBH Internationale Hochschule,Studiengänge Soziale Arbeit at the IUBH/Bad Honnef (priv.),,"1,970",,9/14points,no data,,1.3,1.6,1.7,,,,1.4,1.5,,,,,,1.4,2.0,1.6,1.3,,,,,,,"[{'name': 'Social Work (B.A., cooperate education)', 'url': 'https://ranking.zeit.de/che/en/studiengang/42318'}]",https://ranking.zeit.de/che/en/fachbereich/605034,no data,no data,no data,no data,no data,no data,,,,,,"1,970",,,,,,,,,,department in construction,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
International School of Management (ISM),BWL-Studiengänge (Dortmund) at the ISM/Dortmund (priv.),,740,,11/14points,62.6%,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Finance & Management (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18714'}, {'name': 'Global Brand & Fashion Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32630'}, {'name': 'International Management (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18710'}, {'name': 'Marketing & Communications Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25226'}, {'name': 'Tourism & Event Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18715'}, {'name': 'Finance (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18707'}, {'name': 'General Management (MBA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18712'}, {'name': 'International Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18713'}, {'name': 'Management (M.A., career-integrated)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32633'}, {'name': 'Strategic Marketing Management (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18709'}, {'name': 'Business Administration (B.Sc./B.A., cooperate education)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41880'}, {'name': 'Business Administration (B.A., extra-occupational)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41878'}, {'name': 'Business Intelligence & Data Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41876'}, {'name': 'International Business (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41875'}, {'name': 'Information Systems (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41879'}, {'name': 'International Sports Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41877'}]",https://ranking.zeit.de/che/en/fachbereich/101143,46.0%,100.0%,68.0%,90.5%,92.1%,100.0%,,,,,,30,7/12points,8/12points,9/12points,8/12points,,,,,,< 3 T Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,7/10points,,,
International School of Management (ISM),Wirtschaftspsychologie-Studiengänge (Dortmund) at the ISM/Dortmund (priv.),,80,,11/14points,less than 10 graduates per year during the time surveyed,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Psychology & Management (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25433'}, {'name': 'Organizational Psycholgy & Human Resource Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/42525'}, {'name': 'Psychology & Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32631'}]",https://ranking.zeit.de/che/en/fachbereich/605307,45.8%,,96.0%,60.0%,,100.0%,,,,,,,4/12points,5/12points,9/12points,8/12points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International School of Management (ISM),Studiengang Business Law (Dortmund) at the ISM/Dortmund (priv.),,20,,,no graduates during the time surveyed,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Business Law (LL.B.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38520'}]",https://ranking.zeit.de/che/en/fachbereich/605444,46.5%,no data,87.0%,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Medizinökonomie at the RFH Köln (priv.),,no data available,no data,no data,no data available,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,Molecular Biomedicine (B),[],https://ranking.zeit.de/che/en/fachbereich/600894?subfach=112,no data,no masters' degree programme,no data,no data,no data,no data,,,,,,,,,no data,no masters' degree programme,,,,,,,,,,,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Medizinökonomie und Gesundheit at the RFH Köln (priv.),,800,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/603089,no data,100.0%,no data,no data,no data,no data,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),,800,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100216,no data,100.0%,no data,no data,no data,no data,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Medien at the RFH Köln (priv.),,800,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/603088,no data,100.0%,no data,no data,no data,no data,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),,240,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100432,no data,no data,no data,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),,540,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/605213,no data,,no data,no data,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),,250,,,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/400289,no data,100.0%,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Studiengänge Ingenieurwesen at the RFH Köln (priv.),,610,no data available,no data,86.0%,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,,no survey,no survey,,,,,,Electrical Engineering (B.Eng.),[],https://ranking.zeit.de/che/en/fachbereich/9155,no data,no data available,no data,no data,no data,no data,,,,,,,,,no data,no data,,,,,,no data,,,,no survey,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Ingenieurwesen at the RFH Köln (priv.),,940,,no data,59.8%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/130789,no data,no data,no data,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinische Fachhochschule Köln,Studiengänge Ingenieurwesen at the RFH Köln (priv.),,780,no data,no data,89.6%,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,,no survey,no survey,,,,,,"Mechanical Engineering (B.Eng.); Arbeits-, Betriebs- und Anlagensicherheit (M.Eng.); Technical Management (M.Eng.)",[],https://ranking.zeit.de/che/en/fachbereich/10098?subfach=109,no data,no data available,no data,no data,no data,no data,,,,,,,,,no data,no data,,no survey,,,,no data,,,,no survey,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Rheinische Fachhochschule Köln,Fachbereich Medizinökonomie & Gesundheit at the RFH Köln (priv.),,10,no Master's degree courses offered,no data available,no data availiable,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,none,"[{'name': 'Intensified Specialist Nursing (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40620'}]",https://ranking.zeit.de/che/en/fachbereich/604137,,,,,,,,,,,,no data available,,,Not enough data available,,,,,,,no data,,,,,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Fachhochschule der Wirtschaft (FHDW),Betriebswirtschaftliche Studiengänge at the FHDW Nordrhein-Westfalen (priv.),,280,,no data,100.0%,,no survey,no survey,,,,,no survey,no survey,,,,,no survey,no survey,no survey,no survey,no survey,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100452,no data,50.0%,no data,no data,no data,no data,,,,,,no data,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,no survey,,
Fachhochschule der Wirtschaft (FHDW),Studiengang Wirtschaftsinformatik at the FHDW Nordrhein-Westfalen (priv.),,260,,no data,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/110449,no data,no data,no data,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule der Wirtschaft (FHDW),Studiengang Angewandte Informatik at the FHDW Nordrhein-Westfalen (priv.),,110,63,no data available,no data availiable,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,none,"[{'name': 'IT Management and Information Systems (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20837'}, {'name': 'Applied Computer Science (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/7490'}]",https://ranking.zeit.de/che/en/fachbereich/420477,no data,no data available,no data,no data,no data,no data,,,,,,no data available,no data available,no data available,11/11points,,,no survey,,,,no data,,,,,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Evangelische Hochschule Rheinland-Westfalen-Lippe,Fachbereich II: Heilpädagogik und Pflege at the EvHS Rheinland/Bochum,,210,no Master's degree courses offered,no data available,80.5%,,1.8,2.4,3.4,,,,2.1,rank group not assignable,,,,2.4,2.0,rank group not assignable,2.7,rank group not assignable,2.4,,,,,,none,"[{'name': 'Nursing Science (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21547'}, {'name': 'Health and Nursing Management (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21825'}]",https://ranking.zeit.de/che/en/fachbereich/420167,50.5%,,,0.0%,,85.7%,,,,,,none,,,2/11points,,,,,,,<5 T€,,,,,,,,,,,,,,,,,,none,less than 15 answers,,,,,,,,,,,
Evangelische Hochschule Rheinland-Westfalen-Lippe,Soziale Arbeit at the EvHS Rheinland/Bochum,,"1,990",,no data,84.9%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100396,no data,69.8%,no data,no data,no data,no data,,,,,,no data,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katholische Hochschule Nordrhein-Westfalen,Fachbereich Sozialwesen (Aachen) at the KatHO NRW/Aachen,,"1,120",,9/14points,66.5%,,2.4,2.3,2.6,,,,2.0,2.6,,,,2.5,2.4,2.2,2.8,2.0,2.3,,,,,,,"[{'name': 'Social Work (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18574'}, {'name': 'Social Work (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18575'}]",https://ranking.zeit.de/che/en/fachbereich/100410,25.5%,55.4%,< 1 %,35.0%,57.3%,53.0%,,,,,,0,,,11/12points,9/12points,,,,,,5.9,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,,330,no data,no data available,53.8%,,,2.5,2.4,,,,2.2,2.3,,,,,1.9,2.2,2.5,2.7,,,,,,,"Biotechnology (B.Sc.); Umweltschutz (B.Sc.); Biotechnology (B.Sc., practice included); Umweltschutz (B.Sc.) praxisintegrierend",[],https://ranking.zeit.de/che/en/fachbereich/604376?subfach=112,no data,no masters' degree programme,no data,no data,no data,no data,,,,,,,,,no data,no masters' degree programme,,,,,,,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Technische Hochschule Bingen,Fachbereich 2 at the TH Bingen,,390,20,6/14points,62.5%,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,none,"[{'name': 'Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20800'}, {'name': 'Applied Bioinformatics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20802'}, {'name': 'Mobile Computing (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34013'}, {'name': 'Information Systems (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20801'}]",https://ranking.zeit.de/che/en/fachbereich/430635,15.0%,33.3%,0.0%,82.4%,69.8%,15.0%,,,,,,none,0/9points,2/9points,6/11points,,,no survey,,,,6.9,,,,,,,,,,,,,,,,,,none,no survey,,,,,,,,,,,
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik und Wirtschaft at the TH Bingen",,250,80,5/14points,57.7%,,,,,,,,,2.2,,,,,,2.0,,1.9,,,,,,,none,"[{'name': 'Electrical Engineering (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35264'}, {'name': 'Smart Systems Engineering (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40893'}, {'name': 'Electrical Engineering (M.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40894'}]",https://ranking.zeit.de/che/en/fachbereich/9014,10.0%,no data available,no data,no data,no data,100.0%,,,,,,,5/9points,5/9points,2/11points,2/11points,,,,,,15.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,,330,no data,no data available,53.8%,,,2.5,2.4,,,,2.2,2.3,,,,,1.9,2.2,2.5,2.7,,,,,,,"Biotechnology (B.Sc.); Umweltschutz (B.Sc.); Biotechnology (B.Sc., practice included); Umweltschutz (B.Sc.) praxisintegrierend",[],https://ranking.zeit.de/che/en/fachbereich/604376?subfach=107,no data,no masters' degree programme,no data,no data,no data,no data,,,,,,,,,no data,no masters' degree programme,,,,,,,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik, Wirtschaft at the TH Bingen",,440,,no data,40.4%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/133401,no data,93.9%,no data,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik und Wirtschaft at the TH Bingen",,220,40,no data available,50.0%,,no survey,no survey,no survey,,,,no survey,,,,,,no survey,,,,no survey,,,,,,"yes, please see department website","[{'name': 'Mechanical Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35709'}, {'name': 'Mechatronics and Automotive Systems (M.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35710'}]",https://ranking.zeit.de/che/en/fachbereich/10038?subfach=109,10.0%,no data available,no data,100.0%,100.0%,no data,,,,,,,,,10/11points,10/11points,,no survey,,,,4.5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,,440,140,4/14points,28.6%,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Regenerative Energy Management and Supply Engineering (B.Sc., also dual degree course poss.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41287'}, {'name': 'Energy and Process Engineering (B.Sc., cooperate education possible)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36019'}, {'name': 'Energy, Building and Environmental Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37164'}, {'name': 'Process Engineering (M.Eng., dual degree course, Occupational integration)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41288'}, {'name': 'Energy and Operations Management (M.Eng., dual degree course, occupational integration)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41289'}, {'name': 'Process Engineering (B.Sc., dual subject, integrated into career)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36022'}, {'name': 'Process Engineering (B.Sc., dual subject, integrated into professional training)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36021'}]",https://ranking.zeit.de/che/en/fachbereich/11076,5.0%,not calculated due to less than 10 graduates/year; source: german federal statistical office,0.0%,100.0%,no data,,,,,,,,,,7/11points,3/11points,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
