name,department_name,program_name,type_of_degree_course,standard_period_of_study,total_credits,teaching_profile,interdisciplinarity,credits_for_laboratory_practicals,excursions,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance,url,proportion_of_international_students,share_of_foreign_language_courses,applicants/places_ratio,subject_orientation,practical_elements_in_the_degree_course,mandatory_study_period_abroad,combined_study_programme_with_foreign_hei,international_orientation:_studies_abroad,international_orientation:_students_mobility,international_orientation:_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environment:_internships,contact_with_work_environment:_case_studies,contact_with_work_environment:_external_staff_members,contact_with_work_environment:_theses_in_cooperation_with_work_environment,contact_with_work_environment,mode_of_admission,contact_with_work_environment:_excursions,study_duration_median,share_of_ects_in_international_law,key_skills,admission_requirements,international_orientation:_credits_for_courses_in_intercultural_competence,preliminary_internship,coursework_composition,credits_aquired_at_the_practice_partner,extent_of_interlinking_of_this_programme,extent_of_interlinking:_study_contents,extent_of_interlinking:_support,extent_of_interlinking:_institutionel_level,cooperative_education:_contact_persons,cooperative_education:_outcome_control,cooperative_education:_content_linking,cooperative_education:_courses,cooperative_education:_student_exchange_in_theory/practical_phase,cooperative_education:_selection_process,cooperative_education:_salary,number_of_credits_for_international_law,dual_course_of_study:_success_rate,dual_course_of_study:_contract_modalities,scope_of_compulsory_laboratory_courses
Technische Hochschule Köln,"Fakultät für Informations-, Medien- und Elektrotechnik at the TH Köln",Computer Engineering (M.Sc.),"presence learning programme, full-time",3semesters,90,no data,,,,82,32,12,not calculated because <10 graduates in one of the years surveyed,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/37413,20.0%,11.0%,,,,"no, but credits for study abroad eligible","yes, ""joint degree"" optional",3/4points,2/2points,1/3points,6/9points,0/4points,0/3points,2/2points,2/2points,4/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",Rescue Engineering (B.Eng.),"presence learning programme, full-time, interdisciplinary",7semesters,210,"200 credits in mandatory modules, 10 credits in compulsory elective modules","yes, interdisciplinary programme",,,405,113,63,82.5%,80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/36342,1.0%,0.0%,,applied natural sciences,24 weeks practice/internship outside the university obligatory; 10 ECTS max. permissible for non-obligatory internships; 45 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,0/3points,1/9points,4/4points,3/3points,2/2points,2/2points,11/11points,"limited number of places, 100 places",,10.0semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",Rescue Engineering (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,127,29,27,7.4%,80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/41074,1.0%,0.0%,,applied natural sciences,8 weeks practice/internship outside the university obligatory; 10 ECTS max. permissible for non-obligatory internships; 38 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,0/3points,1/9points,2/4points,3/3points,2/2points,2/2points,9/11points,number of places not limited,,9.0semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",Mechanical Engineering - Mobile Machines (B.Eng.),"presence learning programme, full-time, interdisciplinary",7semesters,210,"200 credits in mandatory modules, 10 credits in compulsory elective modules",,,,202,73,no graduates until WS 2017/18,no graduates until WS 2017/18,91:9[%m:%f],https://ranking.zeit.de/che/en/studiengang/37662,5.0%,0.0%,,Mechanical Engineering,24 weeks practice/internship outside the university obligatory; 10 ECTS max. permissible for non-obligatory internships; 105 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,1/2points,0/3points,2/9points,4/4points,3/3points,2/2points,0/2points,9/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Fahrzeugsysteme und Produktion at the TH Köln,Automotive Engineering (B.Eng.),"presence learning programme, full-time",7semesters,210,"188 credits in mandatory modules, 22 credits in compulsory elective modules",,,,903,186,82,34.8%,96:4[%m:%f],https://ranking.zeit.de/che/en/studiengang/36586,5.0%,0.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 8 ECTS max. permissible for non-obligatory internships; 130 ECTS max. permissible for practice-oriented courses,"yes, in combination with a ""joint programme""","yes, ""joint degree"" optional",3/4points,1/2points,0/3points,4/9points,3/4points,3/3points,2/2points,2/2points,10/11points,"limited number of places, 165 places",,11.9semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",Process Engineering – Process Intensification (M.Sc.),"presence learning programme, full-time",3semesters,90,no data,,,,131,40,20,43.6%,80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/41308,12.0%,0.0%,,,65 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,,0/4points,3/3points,2/2points,2/2points,7/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,Social Work (B.A.),"Presence learning programme, full-time programme with integration of practice phases",no data,180,,,,,"1,482",357,239,69.8%,28:72[%m:%f],https://ranking.zeit.de/che/en/studiengang/18496,4.0%,5.0%,,,20 weeks practice/internship outside university mandatory,,no,,,,,4/4points,0/3points,0/3points,0/2points,4/12points,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,"Social Work – part-time (B.A., part-time)","Presence learning programme, part-time programme with integration of practice phases",no data,180,,,,,250,35,14,78.6%,22:78[%m:%f],https://ranking.zeit.de/che/en/studiengang/32693,2.0%,5.0%,,,20 weeks practice/internship outside university mandatory,,no,,,,,4/4points,0/3points,0/3points,0/2points,4/12points,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,"Consulting and Representation in Social Law (M.A., extra-occupational)",,no data,120,,,,,139,30,no data,no data,12:88[%m:%f],https://ranking.zeit.de/che/en/studiengang/14041,3.0%,5.0%,,,5 weeks practice/internship outside university mandatory; 5 ECTS max. countable for practice-oriented courses,,no,,,,,,,,,not ranked,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,Education and Management in Social Work (M.A.),,no data,120,,,,,123,62,23,33.3%,22:78[%m:%f],https://ranking.zeit.de/che/en/studiengang/18497,2.0%,5.0%,,,,,no,,,,,,,,,not ranked,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,Business Administration (B.Sc.),"Presence learning programme, dual with integration of practice phases, full-time or part-time programme",6semesters,180,,,,,348,108,69,63.5%,61:39[%m:%f],https://ranking.zeit.de/che/en/studiengang/19697,12.0%,10.0%,,,6 weeks practice/internship outside university mandatory; 30 ECTS max. countable for optional internships; 78 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/4points,2/3points,1/3points,6/12points,4/4points,3/3points,2/3points,1/2points,10/12points,"limited number of places, 120 places",,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,Management of Medium-sized Businesses (M.Sc.),"Presence learning programme, full-time programme, dual with integration of practice phases",4semesters,120,,,,,36,14,no graduates yet,no graduates yet,53:47[%m:%f],https://ranking.zeit.de/che/en/studiengang/38695,11.0%,20.0%,,,42 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/4points,2/3points,1/3points,6/12points,4/4points,3/3points,2/3points,2/2points,11/12points,"limited number of places, 20 places",,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,Business Psychology (B.Sc.),,6semesters,180,,,,,no students yet,no students yet,no data,no data,,https://ranking.zeit.de/che/en/studiengang/42567,no data,10.0%,,,6 weeks practice/internship outside university mandatory; 30 ECTS max. countable for optional internships; 48 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,not ranked,,,,,not ranked,no data,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,Computer Engineering (B.Cs.),,6semesters,180,,no interdisciplinary study course,,,119,33,11,45.5%,92:8[%m:%f],https://ranking.zeit.de/che/en/studiengang/27007,8.0%,3.0%,no admission restriction,"Engineering Information Technology / Computer Engineering, Software-Engineering, Computer Engineering, IT-Security",,no data,no,,,,,4/4points,3/3points,2/2points,2/2points,11/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,"Electrical Engineering (B.Sc., cooperate education possible)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",6semesters,180,"145 credits in mandatory modules, 35 credits in compulsory elective modules",,,,222,68,43,no data available,91:9[%m:%f],https://ranking.zeit.de/che/en/studiengang/35407,6.0%,6.0%,,,,no data,no data,0/4points,1/2points,1/3points,2/9points,4/4points,0/3points,1/2points,1/2points,6/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Produktions- und Holztechnik at the TH OWL/Lemgo,Industrial Engineering (B.Eng.),"Presence learning programme, full-time programme, dual integrated apprenticeship, equally engineering and management oriented",6semesters,180,,,,,234,123,34,41.2%,80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/25448,0.0%,3.0%,,,15 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,not ranked,4/4points,2/3points,2/3points,2/2points,10/12points,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Mechanical Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,"145 credits in mandatory modules, 35 credits in compulsory elective modules",,,,320,66,56,64.9%,94:6[%m:%f],https://ranking.zeit.de/che/en/studiengang/35696,6.0%,2.8%,,Mechanical Engineering,15 ECTS max. permissible for non-obligatory internships; 46 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,1/2points,0/3points,1/9points,1/4points,3/3points,0/2points,2/2points,6/11points,number of places not limited,,8.4semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Future Energies (B.Eng.),"presence learning programme, full-time",6semesters,180,"151 credits in mandatory modules, 29 credits in compulsory elective modules",,,,75,8,11,not calculated because <10 graduates in one of the years surveyed,95:5[%m:%f],https://ranking.zeit.de/che/en/studiengang/35697,23.0%,2.8%,,"Engineering, interdisciplinary",15 ECTS max. permissible for non-obligatory internships; 44 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,2/2points,0/3points,2/9points,1/4points,3/3points,0/2points,2/2points,6/11points,number of places not limited,,not calculated because <10 graduates in one of the years surveyed,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Mechanical Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,89,35,14,64.3%,92:8[%m:%f],https://ranking.zeit.de/che/en/studiengang/37408,8.0%,5.0%,,Mechanical Engineering,20 ECTS max. permissible for non-obligatory internships; 48 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,1/2points,1/3points,2/9points,1/4points,3/3points,0/2points,2/2points,6/11points,limited number of places,,5.7semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Mechanical Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,"145 credits in mandatory modules, 35 credits in compulsory elective modules",,,,320,66,56,64.9%,94:6[%m:%f],https://ranking.zeit.de/che/en/studiengang/35696,6.0%,2.8%,,Mechanical Engineering,15 ECTS max. permissible for non-obligatory internships; 46 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,1/2points,0/3points,1/9points,1/4points,3/3points,0/2points,2/2points,6/11points,number of places not limited,,8.4semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Future Energies (B.Eng.),"presence learning programme, full-time",6semesters,180,"151 credits in mandatory modules, 29 credits in compulsory elective modules",,,,75,8,11,not calculated because <10 graduates in one of the years surveyed,95:5[%m:%f],https://ranking.zeit.de/che/en/studiengang/35697,23.0%,2.8%,,"Engineering, interdisciplinary",15 ECTS max. permissible for non-obligatory internships; 44 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,2/2points,0/3points,2/9points,1/4points,3/3points,0/2points,2/2points,6/11points,number of places not limited,,not calculated because <10 graduates in one of the years surveyed,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Mechanical Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,89,35,14,64.3%,92:8[%m:%f],https://ranking.zeit.de/che/en/studiengang/37408,8.0%,5.0%,,Mechanical Engineering,20 ECTS max. permissible for non-obligatory internships; 48 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,1/2points,1/3points,2/9points,1/4points,3/3points,0/2points,2/2points,6/11points,limited number of places,,5.7semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,Mechatronics (B.Sc.),"presence learning programme, full-time, interdisciplinary",6semesters,180,"150 credits in mandatory modules, 30 credits in compulsory elective modules",,,,103,24,17,78.8%,93:7[%m:%f],https://ranking.zeit.de/che/en/studiengang/16474,22.0%,2.7%,,,10 ECTS max. permissible for non-obligatory internships; 46 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,2/2points,0/3points,2/9points,1/4points,3/3points,0/2points,2/2points,6/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,Bio- und Nanotechnology (B.Sc.),"presence learning programme, full-time",6semesters,180,"140 credits in mandatory modules, 25 credits in compulsory elective modules",,,,314,62,35,37.7%,55:45[%m:%f],https://ranking.zeit.de/che/en/studiengang/37070,1.0%,,,Biotechnology,37 ECTS max. permissible for practice-oriented courses,no data,no,0/4points,0/2points,0/3points,0/9points,0/4points,3/3points,0/2points,0/2points,3/11points,number of places not limited,,11.0semesters,,,,,,,,,,,,,,,,,,,,,,30h/week
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,"Life Science Engineering (M.Sc., cooperate education)","presence learning programme, extra-occupational",5semesters,120,no data,,,,28,28,no graduates until WS 2017/18,no graduates until WS 2017/18,36:64[%m:%f],https://ranking.zeit.de/che/en/studiengang/41103,0.0%,15.0%,,Biotechnology,16 weeks practice/internship outside the university obligatory; 29 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,2/4points,2/3points,0/2points,0/2points,4/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,9h/week
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,Computer Science (B.Sc.),,6semesters,180,,no interdisciplinary study course,,,309,87,not calculated due to no graduates in academic year 2015,not calculated due to no graduates in academic year 2015,85:15[%m:%f],https://ranking.zeit.de/che/en/studiengang/15275,1.0%,,no admission restriction,Applied Computer Science,,no data,no,,,,Not ranked,,,,,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,Applied Computer Science (combined degree course B),,9semesters,180,,no interdisciplinary study course,,,133,60,no graduates in the period of time surveyed,no graduates in the period of time surveyed,87:13[%m:%f],https://ranking.zeit.de/che/en/studiengang/40395,0.0%,,no admission restriction,,,no data,no,,,,,4/4points,3/3points,2/2points,2/2points,11/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,Materials and Surfaces (B.Sc.),"presence learning programme, full-time, interdisciplinary",6semesters,180,"165 credits in mandatory modules, 15 credits in compulsory elective modules",,,,18,9,no graduates until WS 2017/18,no graduates until WS 2017/18,67:33[%m:%f],https://ranking.zeit.de/che/en/studiengang/41236,0.0%,0.0%,,Material Engineering,61 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,0/4points,3/3points,0/2points,0/2points,3/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Combined course of study in Mechanical Engineering (B.Eng.),"presence learning programme, extra-occupational",9semesters,180,"160 credits in mandatory modules, 20 credits in compulsory elective modules",,,,314,87,no data available,no data available,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/37311,1.0%,0.0%,,Mechanical Engineering,4 weeks practice/internship outside the university obligatory; 80 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,0/4points,3/3points,0/2points,2/2points,5/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Automotive (B.Eng.),"presence learning programme, full-time",6semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,230,68,no data available,no data available,94:6[%m:%f],https://ranking.zeit.de/che/en/studiengang/35799,14.0%,0.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 30 ECTS max. permissible for non-obligatory internships; 85 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,0/3points,3/9points,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Product development/construction (B.Eng.),"presence learning programme, full-time",6semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,142,32,no data available,no data available,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/35802,10.0%,0.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 85 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,0/3points,3/9points,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Combined course of study in Plastics Engineering (B.Eng.),"presence learning programme, extra-occupational",9semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,105,26,13,no data available,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/37309,0.0%,0.0%,,Mechanical Engineering,4 weeks practice/internship outside the university obligatory; 80 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,0/4points,3/3points,0/2points,2/2points,5/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Manufacturing Engineering (B.Eng.),"presence learning programme, full-time",6semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,81,28,20,45.0%,95:5[%m:%f],https://ranking.zeit.de/che/en/studiengang/35800,4.0%,0.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 85 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,0/3points,1/9points,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,10.0semesters,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Plastics Engineering (B.Eng.),"presence learning programme, full-time",6semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,54,13,11,not calculated because <10 graduates in one of the years surveyed,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/35801,20.0%,0.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 85 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,0/3points,3/9points,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,combined course of study in Mechanical Engineering (M.A.),"presence learning programme, extra-occupational",6semesters,120,no data,,,,252,33,no data available,no data available,90:10[%m:%f],https://ranking.zeit.de/che/en/studiengang/37310,1.0%,0.0%,,Mechanical Engineering,4 weeks practice/internship outside the university obligatory; 80 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,0/4points,3/3points,0/2points,2/2points,5/11points,limited number of places,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Integrated Product Development (M.Eng.),"presence learning programme, full-time",4semesters,120,no data,,,,46,14,14,not calculated because <10 graduates in one of the years surveyed,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/35803,2.0%,5.0%,,Mechanical Engineering,5 weeks practice/internship outside the university obligatory; 70 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,0/4points,3/3points,0/2points,2/2points,5/11points,limited number of places,,5.0semesters,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Mechatronics (B.Eng.),"presence learning programme, full-time",6semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,105,31,<10,"not calculated, <10 graduates/year",94:6[%m:%f],https://ranking.zeit.de/che/en/studiengang/16547,29.0%,3.0%,,,22 weeks practice/internship outside the university obligatory; 30 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,0/3points,3/9points,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,Mechatronics (combined course of study),"presence learning programme, extra-occupational",9semesters,180,"170 credits in mandatory modules, 10 credits in compulsory elective modules",,,,129,34,no data available,no data available,95:5[%m:%f],https://ranking.zeit.de/che/en/studiengang/36576,2.0%,3.0%,,,22 weeks practice/internship outside the university obligatory; 30 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,,,Not ranked,3/4points,3/3points,0/2points,2/2points,8/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Architektur at the FH Münster,Architecture (B.A.),"presence learning programme, full-time",6semesters,180,"78 credits in mandatory modules, 96 credits in compulsory elective modules",,,no mandatory excursions,615,150,90,43.6%,50:50[%m:%f],https://ranking.zeit.de/che/en/studiengang/35046,8.0%,19.0%,,,,yes,no,2/4points,1/2points,1/3points,5/10points,,,,,,number of places not limited,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Architektur at the FH Münster,Architecture (M.A.),"presence learning programme, full-time",4semesters,120,no data,,,no mandatory excursions,310,98,130,62.9%,44:56[%m:%f],https://ranking.zeit.de/che/en/studiengang/35047,5.0%,42.0%,,,,yes,"yes, ""joint degree"" optional",3/4points,1/2points,2/3points,7/10points,,,,,,number of places not limited,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,Business Administration (B.A.),,6semesters,180,,,,,"1,058",278,160,74.6%,55:45[%m:%f],https://ranking.zeit.de/che/en/studiengang/18138,10.0%,20.0%,,,63 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/4points,2/3points,1/3points,5/12points,0/4points,3/3points,2/3points,0/2points,5/12points,"limited number of places, 150 places",,,,,,1/2Points,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,Business Administration with practical semester (B.A.),,7semesters,210,,,,,75,<10,46,94.6%,,https://ranking.zeit.de/che/en/studiengang/38490,3.0%,20.0%,,,25 weeks practice/internship outside university mandatory; 63 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/4points,1/3points,1/3points,4/12points,4/4points,3/3points,2/3points,0/2points,9/12points,"limited number of places, 150 places",,,,,,1/2Points,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,German-Latin American course in Business Administration (B.A.),,7semesters,210,,,,,187,18,42,66.3%,46:54[%m:%f],https://ranking.zeit.de/che/en/studiengang/18137,41.0%,100.0%,,,25 weeks practice/internship outside university mandatory; 55 ECTS max. countable for practice-oriented courses,mandatory for joint prgramme degree,"yes,  joint programme degree is mandatory",4/4points,3/3points,3/3points,12/12points,4/4points,3/3points,2/3points,0/2points,9/12points,"limited number of places, 20 places",,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,European Business Programme (B.A.),,7semesters,210,,,,,277,61,38,98.7%,41:59[%m:%f],https://ranking.zeit.de/che/en/studiengang/32529,9.0%,100.0%,,,25 weeks practice/internship outside university mandatory; 55 ECTS max. countable for practice-oriented courses,mandatory for joint prgramme degree,"yes,  joint programme degree is mandatory",4/4points,1/3points,3/3points,10/12points,4/4points,3/3points,2/3points,0/2points,9/12points,"limited number of places, 65 places",,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,"Auditing, Finance and Taxation (M.A.)","Presence learning programme, dual with integration in working life, extra-occupational or part-time programme",5semesters,120,,,,,40,16,no data,no data,75:25[%m:%f],https://ranking.zeit.de/che/en/studiengang/25650,2.0%,1.0%,,,22 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,not ranked,,,,,not ranked,"limited number of places, 26 places",,,,,,,,,,,,,,,,,,,,,,,,
