name,department_name,program_name,standard_period_of_study,total_credits,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance_m,gender_balance_f,proportion_of_international_students,international_orientati_studies_abroad,international_orientati_students_mobility,international_orientati_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environme_internships,contact_with_work_environme_case_studies,contact_with_work_environme_external_staff_members,contact_with_work_environment,degree
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,Applied Computer Science (B.Sc.),6 semesters,180,62,21,10,,74,26,0.08,c,b,b,c,c,a,a,b,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,Computer Science (M.Sc.),4 semesters,120,118,25,26,,87,13,0.2,d,a,d,d,e,a,a,b,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,"Media Computer Science (M.Sc., online degree course)",4 semesters,120,47,20,10,,85,15,0.02,,,,,e,c,a,d,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,Digital Media (M.Sc.),4 semesters,120,32,16,10,,56,44,0.09,d,b,d,d,e,a,a,c,bachelor
Technische Hochschule Brandenburg,Fachbereich Technik at the TH Brandenburg,Engineering - Field of Study Electrical Engineering and Information Technology (B.Eng.),7 semesters,210,154,41,,,88,12,0.12,d,a,d,d,d,b,a,d,bachelor
Technische Hochschule Brandenburg,Fachbereich Technik at the TH Brandenburg,Mechanical Engineering (B.Eng.),7 semesters,210,215,61,27,0.611,4,8,0.14,d,a,d,d,d,b,a,c,bachelor
Technische Hochschule Brandenburg,Fachbereich Technik at the TH Brandenburg,Computer Aided Robust Engineering (M.Eng.),3 semesters,90,52,22,10,,4,10,0.29,d,a,c,c,d,c,a,c,master
Technische Hochschule Brandenburg,Fachbereich Technik at the TH Brandenburg,Engineering - Field of Study Mechatronics / Automation Technology (B.Eng.),7 semesters,210,154,41,,,88,12,0.12,d,a,d,d,d,a,c,c,bachelor
Technische Hochschule Brandenburg,Fachbereich Technik at the TH Brandenburg,Energy Efficiency of Technical Systems (M.Eng.),3 semesters,90,83,31,22,0.488,4,7,0.45,,,,,d,d,a,d,master
Hochschule für nachhaltige Entwicklung Eberswalde,Fachbereich Holztechnik at the HNE Eberswalde,Timber Technology (B.Eng.),7 semesters,210,273,12,,,83,17,,,,,,b,c,c,c,bachelor
Hochschule für nachhaltige Entwicklung Eberswalde,Fachbereich Holztechnik at the HNE Eberswalde,Wood Technology (Mas),3 semesters,90,33,6,,,4,6,,,,,,d,b,c,d,master
Hochschule für nachhaltige Entwicklung Eberswalde,Fachbereich Holztechnik at the HNE Eberswalde,"Timber Technology (B.Eng., cooperate education)",8 semesters,180,12,9,10,,4,10,0,,,,,,,,,bachelor
Hochschule für nachhaltige Entwicklung Eberswalde,Fachbereich Holztechnik at the HNE Eberswalde,"Mechatronics in Wood Engineering, dual degree course (B.Eng.)",7 semesters,210,,0,10,,,,,,,,,,,,,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,Fakultät Umwelt und Naturwissenschaften at the BTU Cottbus-Senftenberg/Senftenberg,Biotechnology (B.Sc.),7 semesters,210,192,60,25,0.918,49,51,0.09,e,b,d,e,c,d,b,d,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Electrical Engineering (B.Eng.),7 semesters,210,55,8,14,0.963,82,18,0.33,e,a,d,d,b,a,b,c,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Electrical Engineering (M.Eng.),3 semesters,90,37,11,16,0.677,73,27,0.14,e,a,c,d,c,a,b,c,master
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg","Electrical Engineering (B.Eng, cooporate education)",7 semesters,210,17,9,,,4,6,0,,,,,,,,,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Industrial Engineering (B.Eng.),3 semesters,210,74,10,23,0.622,82,18,0.08,d,c,c,d,b,b,c,c,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg","Industrial Engineering (B.Eng., cooperate education)",7 semesters,210,14,10,,,86,14,0,,,,,,,,,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Industrial Engineering (M.Eng.),7 semesters,90,85,28,39,0.779,73,27,0.11,d,b,c,d,b,b,d,c,master
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Mechanical Engineering (B.Eng.),7 semesters,210,91,14,23,0.733,89,11,0.31,d,a,d,d,d,a,a,c,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg",Mechanical Engineering (M.Eng.),3 semesters,90,38,6,26,0.731,74,26,0.05,d,b,c,d,b,b,a,b,master
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät Maschinenbau, Elektro- und Energiesysteme at the BTU Cottbus-Senftenberg/Senftenberg","Mechanical Engineering (B.Eng., cooperate education)",7 semesters,210,17,1,,,71,29,0.06,,,,,,,,,bachelor
Brandenburgische Technische Universität Cottbus-Senftenberg,"Fakultät 4 Soziale Arbeit, Gesundheit und Musik at the BTU Cottbus-Senftenberg/Senftenberg",Nursing Science (B.Sc.),8 semesters,240,76,22,,,12,88,,,,,,a,a,a,a,bachelor
Fachhochschule Potsdam,Fachbereich Sozial- und Bildungswissenschaften at the FH Potsdam,Social Work (presence) (B.A.),6 semesters,180,458,110,84,0.81,31,69,0.12,,,,,a,a,a,b,bachelor
Fachhochschule Potsdam,Fachbereich Sozial- und Bildungswissenschaften at the FH Potsdam,"Social Work with focus on family (M.A.), extra-occupational, part-time",6 semesters,120,114,25,,,,,0.04,,,,,,,,,master
Fachhochschule Potsdam,Fachbereich Sozial- und Bildungswissenschaften at the FH Potsdam,"Social Work (B.A.)online degree course, extra-occupational, part-time",8 semesters,180,130,35,,,,,0.04,,,,,a,a,a,b,bachelor
Technische Hochschule Wildau,Fachbereich Ingenieur- und Naturwissenschaften at the TH Wildau,Biosystems Engineering/Bioinformatics (B.Sc.),6 semesters,180,105,53,14,,61,39,0.18,e,a,d,d,c,d,a,d,bachelor
Technische Hochschule Wildau,Fachbereich Ingenieur- und Naturwissenschaften at the TH Wildau,Biosystems Engineering/Bioinformatics (M.Sc.),4 semesters,120,29,10,13,,52,48,0.07,e,b,b,d,e,c,a,d,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Business Administration (B.A.),6 semesters,180,377,109,67,0.925,56,44,0.1,d,b,c,c,c,c,b,c,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Business Management (M.A.),4 semesters,120,161,61,58,0.07,40,60,0.1,d,b,c,d,e,c,b,d,master
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",European Management (M.A.),4 semesters,120,61,17,17,,44,56,0.49,b,a,a,a,e,d,b,d,master
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",European Management (B.A.),6 semesters,180,239,79,38,0.88,47,53,0.23,c,b,b,c,c,b,b,c,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau","Business Administration (B.A., career-integrated)",9 semesters,180,135,25,,,36,64,0.05,,,,,,,,,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Business Informatics (B.Sc.),6 semesters,180,236,79,22,0.977,85,15,0.25,e,a,d,d,c,b,b,c,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Business Informatics (M.Sc.),4 semesters,120,48,18,21,1,83,17,0.1,e,b,d,d,e,b,b,c,bachelor
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Economics and Law (LL.B.),6 semesters,180,270,108,46,0.717,43,57,0.09,d,c,d,d,c,b,b,c,master
Technische Hochschule Wildau,"Fachbereich Wirtschaft, Informatik und Recht at the TH Wildau",Economics and Law (LL.M.),4 semesters,120,87,21,27,0.019,34,66,0.08,d,c,b,c,e,d,a,d,master
Technische Hochschule Wildau,Fachbereich Ingenieur- und Naturwissenschaften at the TH Wildau,Industrial Engineering (B.Eng.),6 semesters,180,203,44,37,1,79,21,0.2,a,b,d,c,a,b,a,a,bachelor
Technische Hochschule Wildau,Fachbereich Ingenieur- und Naturwissenschaften at the TH Wildau,Engineering - Mechanical Engineering (B.Eng.),7 semesters,210,150,53,43,,4,6,0.15,d,a,d,d,c,d,a,c,bachelor
Technische Hochschule Wildau,Fachbereich Ingenieur- und Naturwissenschaften at the TH Wildau,Mechanical Engineering (M. Eng),4 semesters,120,83,24,26,,4,8,0.18,d,a,d,d,e,c,a,d,master
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Architecture (B.A.),6 semesters,180,263,71,55,0.873,43,57,0.03,c,c,c,d,,,,,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Architecture/Environmental Design (M.A.),4 semesters,120,94,29,28,0.482,37,63,0.04,d,c,c,e,,,,,master
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen","Architecture/Environmental Design (M.A., alongside work)",6 semesters,120,17,10,10,,41,59,0.12,,,,,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Applied Business Languages and International Management / Arabic (B.A.),8 semesters,240,93,17,15,0.586,49,51,0.05,c,c,b,c,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Applied Business Languages and International Management / Chinese (B.A.),8 semesters,240,147,39,21,0.69,44,56,0.03,c,c,b,c,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Applied Business Languages and International Management / Japanese (B.A.),8 semesters,240,105,24,14,0.741,57,43,0,c,c,b,c,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Business Administration (B.A.),7 semesters,210,518,129,53,0.686,59,41,0.03,d,c,c,d,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Business Administration / International Management (B.A.),8 semesters,240,238,40,70,0.878,30,70,0.22,a,b,b,b,a,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,European Degree Course Economics and Administration (B.A.),7 semesters,210,171,48,25,0.64,37,63,0.02,d,c,b,d,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,European Finance and Accounting (B.A.),7 semesters,210,151,37,28,0.607,54,46,0.04,a,c,b,c,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,International degree course in Global Management (B.A.),7 semesters,210,350,85,28,0.839,47,53,0.02,c,c,b,c,c,a,a,b,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,International degree course in Tourism Management (B.A.),7 semesters,210,184,40,34,0.912,21,79,0.04,c,c,b,c,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Management in Commerce (B.A.),7 semesters,210,190,38,32,0.651,63,37,0.01,d,c,c,d,b,a,a,a,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Master of Business Administration (MBA),5 semesters,90,58,15,,,78,22,0.05,,,,,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,"Business Management (M.A., extra-occupational, part-time)",5 semesters,90,25,12,,,76,24,0.04,,,,,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,"Business Management (M.A., full-time)",3 semesters,90,46,20,26,0.673,35,65,0.09,d,c,c,d,e,a,a,c,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,European / Asian Management (MBA),3 semesters,90,57,26,3,0.1,82,18,0.98,d,a,a,c,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,European Studies (M.A.),2 semesters,60,29,12,12,0.739,48,52,0.97,b,a,a,b,e,a,a,c,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Global Management (MBA),3 semesters,90,70,29,16,,73,27,0.94,b,a,a,b,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,International Master of Business Administration (MBA),3 semesters,90,40,15,27,,52,48,0.92,a,a,a,a,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,International Tourism Management (MBA),3 semesters,90,29,13,10,0.1,48,52,0.97,b,a,a,b,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,"Cultural Management (M.A., extra-occupational, part-time)",5 semesters,90,17,10,,,18,82,0,,,,,,,,,master
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Dual Degree Management in Trade (B.A.),7 semesters,210,42,14,,,60,40,0.02,,,,,,,,,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Dual Degree Public Administration (B.A.),6 semesters,180,176,61,50,,40,60,0.01,,,,,,,,,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,Dual Degree Business Administration (B.A.),7 semesters,210,86,20,27,,43,57,0.01,,,,,,,,,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",International course in Environmental Engineering (B.Sc.),7 semesters,210,123,28,,,70,30,0.03,c,c,b,c,a,a,b,b,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Sustainable Energy and Environmental Systems (M.Eng.),3 semesters,90,14,11,,,86,14,0.29,d,a,d,d,e,a,b,c,master
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Building and Environment - Infrastructure (M.Sc.),3 semesters,90,12,10,,,75,25,0.17,d,a,d,d,e,a,b,c,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Civil Engineering (B.Sc.),7 semesters,210,509,99,,,78,22,0.01,d,c,c,d,a,a,b,b,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,Computer Engineering (B),7 semesters,210,,,,,,,,,,,,,,,,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,International programme applied computer science (B),7 semesters,210,,,,,,,,,,,,,,,,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,International degree course Media Computer Science (B),7 semesters,210,,,,,,,,,,,,,,,,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,International degree course in Computer Science for women (B),7 semesters,210,,,,,,,,,,,,,,,,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,Computer Science (M),3 semesters,90,,,,,,,,,,,,,,,,master
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,International degree course in Computer Science for women dual (B.Sc.),7 semesters,210,,,,,,,,,,,,a,a,a,a,bachelor
Hochschule Bremen,Fakultät 4 - Elektrotechnik und Informatik at the HS Bremen,"Computer Science (B, dual)",8 semesters,240,,,,,,,,,,,,a,a,a,a,bachelor
Hochschule Bremen,Fakultät Elektrotechnik und Informatik at the HS Bremen,Electrical Engineering (B),7 semesters,210,293,75,40,0.9,4,8,0.12,d,a,d,d,c,a,c,c,bachelor
Hochschule Bremen,Fakultät Elektrotechnik und Informatik at the HS Bremen,Technical and Applied Physics (B),7 semesters,210,47,10,10,,83,17,0.02,c,c,d,d,c,a,c,c,bachelor
Hochschule Bremen,Fakultät Elektrotechnik und Informatik at the HS Bremen,Electronics Engineering (Mas),3 semesters,90,100,47,50,0.192,69,31,0.67,d,a,a,b,e,a,c,d,master
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",International course in Environmental Engineering (B.Sc.),7 semesters,210,123,28,,,70,30,0.03,c,c,b,c,a,a,b,b,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Sustainable Energy and Environmental Systems (M.Eng.),3 semesters,90,14,11,,,86,14,0.29,d,a,d,d,e,a,b,c,master
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Building and Environment - Infrastructure (M.Sc.),3 semesters,90,12,10,,,75,25,0.17,d,a,d,d,e,a,b,c,bachelor
Hochschule Bremen,"Fakultät Architektur, Bau und Umwelt at the HS Bremen",Civil Engineering (B.Sc.),7 semesters,210,509,99,,,78,22,0.01,d,c,c,d,a,a,b,b,bachelor
Hochschule Bremen,Fakultät Wirtschaftswissenschaften at the HS Bremen,International degree course in Industrial Engineering (B.Eng.),7 semesters,210,216,43,33,0.662,77,23,0.05,c,c,b,c,b,b,a,b,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Mechanical Engineering (B.Eng.),7 semesters,210,267,71,33,0.446,90,10,0.16,d,a,d,d,c,d,c,e,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Aerospace Technology (B.Eng.),7 semesters,210,236,64,28,0.661,4,7,0.12,d,a,d,d,c,d,c,e,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,"Industrial Management and Engineering China, Int. Course (B.Eng.)",8 semesters,240,29,5,10,,76,24,0.07,c,b,c,c,c,d,c,e,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Mechanical Engineering (M. Eng),3 semesters,90,18,6,10,,89,11,0.22,d,a,d,d,,,,,master
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Aeronautical Management (M.Eng.),2 semesters,60,38,19,15,0.533,4,8,0.32,d,a,a,b,,,,,master
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Aerospace Technologies (M.Sc.),3 semesters,90,44,12,10,,86,14,0.27,d,a,c,c,,,,,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Aeronautical Systems Engineering and Management (B.Eng.),8 semesters,240,134,20,55,,4,7,0.04,,,,,,,,,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Mechanical Production and Engineering (B.Eng.),8 semesters,240,57,14,14,,70,30,0,,,,,,,,,bachelor
Hochschule Bremen,Fakultät Natur und Technik at the HS Bremen,Energy Engineering (B.Eng.),,210,121,25,18,0.5,4,5,0.19,d,a,d,d,c,d,c,e,bachelor
Hochschule Bremerhaven,Fachbereich 1 - Technologie at the HS Bremerhaven,Maritime Technology (B.Sc.),7 semesters,210,146,24,29,0.638,77,23,0.01,d,c,c,d,c,b,a,c,bachelor
Hochschule Bremerhaven,Fachbereich 1 - Technologie at the HS Bremerhaven,Biotechnology (M.Sc.),3 semesters,90,32,19,15,0.31,44,56,0.09,d,b,c,d,e,d,a,e,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Business Administration (B.A.),7 semesters,210,260,91,56,0.703,57,43,0.05,d,c,c,d,b,b,d,d,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Cruise Tourism Management (B.A.),8 semesters,240,163,38,33,0.923,18,82,0.07,c,c,a,c,a,b,d,c,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Formation Innovation Leadership (B.A.),6 semesters,180,100,52,,,85,15,0.03,d,c,c,d,c,a,d,d,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Business Informatics (B.Sc.),7 semesters,210,161,37,15,1,86,14,0.09,e,c,d,e,c,a,b,c,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,"Digitalisation, Innovation and Information Management (M.Sc., M.A.)",3 semesters,90,30,11,2,0.1,80,20,0.07,e,c,d,e,e,b,c,d,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Computer Science (B.Sc.),7 semesters,210,170,57,10,0.75,86,14,0.15,e,a,d,d,c,b,a,b,bachelor
Hochschule Bremerhaven,Fachbereich 1 - Technologie at the HS Bremerhaven,Embedded Systems Design (M.Sc.),3 semesters,90,94,21,21,0.167,77,23,0.94,d,a,a,b,e,b,c,e,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Transport Systems / Logistics (B.Eng.),6 semesters,180,263,60,25,0.34,79,21,0.06,d,c,c,d,c,b,c,c,bachelor
Hochschule Bremerhaven,Fachbereich 2 at the HS Bremerhaven,Logistics Engineering and Management (M.Sc.),4 semesters,120,39,17,22,0.955,38,62,0.23,d,b,b,c,c,c,d,d,bachelor
Hochschule Bremerhaven,Fachbereich 1 - Technologie at the HS Bremerhaven,Maritime Technology (B.Sc.),7 semesters,210,146,24,29,0.638,77,23,0.01,d,c,c,d,c,b,a,c,bachelor
